"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 2_256_fake_node.csv 2 2000",,,,"Date:","16 Oct 2018 18:07:28 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
16-10 18:08:02,3.262,1.225,95.501,0.0,0.0,0.012,2651389952.0,31313920.0,501436416.0,1.98086172672e+11,6.930,1.580,0.520,732298.500,124456322.0
16-10 18:08:04,39.082,5.152,55.666,0.0,0.0,0.100,3257843712.0,31313920.0,501436416.0,1.97479718912e+11,6.850,1.660,0.550,37653.0,108577723.0
16-10 18:08:06,28.505,8.338,63.057,0.0,0.0,0.100,2557300736.0,31322112.0,501432320.0,1.98180257792e+11,6.850,1.660,0.550,125720457.0,31993.500
16-10 18:08:08,1.076,0.050,98.874,0.0,0.0,0.0,2307756032.0,31322112.0,501436416.0,1.984297984e+11,6.300,1.630,0.540,2041775.0,2058.0
16-10 18:08:10,9.341,2.676,87.895,0.0,0.0,0.088,2897321984.0,31322112.0,501608448.0,1.97840060416e+11,6.300,1.630,0.540,99818.0,233033004.500
16-10 18:08:12,57.425,6.626,35.887,0.0,0.0,0.062,2763509760.0,31330304.0,501600256.0,1.9797387264e+11,6.300,1.630,0.540,122627815.0,30955.500
16-10 18:08:14,4.773,0.150,95.077,0.0,0.0,0.0,2331185152.0,31330304.0,501608448.0,1.98406189056e+11,6.120,1.670,0.560,4492526.500,2811.0
16-10 18:08:16,2.657,1.579,95.739,0.013,0.0,0.013,2654674944.0,31330304.0,501780480.0,1.98082527232e+11,6.120,1.670,0.560,718261.500,83408032.500
16-10 18:08:18,35.300,5.185,59.428,0.0,0.0,0.088,3153600512.0,31338496.0,501776384.0,1.97583597568e+11,8.990,2.340,0.790,32355.0,149626015.0
16-10 18:08:20,31.838,9.796,58.266,0.0,0.0,0.100,2582630400.0,31338496.0,501784576.0,1.98154559488e+11,8.990,2.340,0.790,123870376.0,33295.500
16-10 18:08:22,1.262,0.175,98.563,0.0,0.0,0.0,2330824704.0,31338496.0,501784576.0,1.98406365184e+11,8.990,2.340,0.790,3250739.500,1710.0
16-10 18:08:24,7.680,2.330,89.915,0.0,0.0,0.075,2907836416.0,31346688.0,501956608.0,1.97829173248e+11,8.270,2.300,0.780,730174.0,127782012.0
16-10 18:08:26,54.601,5.299,40.0,0.0,0.0,0.100,3044016128.0,31346688.0,501956608.0,1.97692993536e+11,8.270,2.300,0.780,58536780.0,105270192.500
16-10 18:08:28,8.704,1.039,90.194,0.0,0.0,0.063,2360438784.0,31346688.0,501956608.0,1.9837657088e+11,7.770,2.290,0.790,68602778.500,26172.0
16-10 18:08:30,0.650,0.412,98.938,0.0,0.0,0.0,2393382912.0,31354880.0,501956608.0,1.9834361856e+11,7.770,2.290,0.790,706119.500,9664565.0
16-10 18:08:32,31.183,5.597,63.107,0.0,0.0,0.113,3040948224.0,31354880.0,502136832.0,1.97695873024e+11,7.770,2.290,0.790,38939.500,223369170.0
16-10 18:08:34,37.964,3.275,58.635,0.038,0.0,0.088,2780942336.0,31354880.0,502136832.0,1.97955878912e+11,10.830,3.020,1.030,123869720.500,30877.500
16-10 18:08:36,2.013,0.075,97.899,0.0,0.0,0.013,2348654592.0,31363072.0,502136832.0,1.98388158464e+11,10.830,3.020,1.030,3891782.500,2778.0
16-10 18:08:38,8.679,2.170,89.076,0.0,0.0,0.075,3204534272.0,31363072.0,502312960.0,1.97532102656e+11,10.520,3.090,1.060,94939.0,199415315.500
16-10 18:08:40,57.057,12.486,30.382,0.0,0.0,0.075,3090915328.0,31363072.0,502312960.0,1.976457216e+11,10.520,3.090,1.060,122628550.0,33650820.500
16-10 18:08:42,5.863,0.163,93.962,0.0,0.0,0.013,2377850880.0,31371264.0,502312960.0,1.98358777856e+11,10.520,3.090,1.060,4494720.0,2733.0
16-10 18:08:44,3.581,1.202,95.167,0.0,0.0,0.050,2632335360.0,31371264.0,502489088.0,1.98104117248e+11,9.680,3.040,1.060,715839.0,127782012.500
16-10 18:08:46,9.443,2.433,88.074,0.0,0.0,0.050,991678464.0,31371264.0,502489088.0,1.99744774144e+11,9.680,3.040,1.060,21537.500,105253006.0
16-10 18:08:48,0.0,0.013,99.987,0.0,0.0,0.0,991662080.0,31379456.0,502484992.0,1.99744786432e+11,8.900,2.980,1.050,5475.0,2517.0
16-10 18:08:50,0.0,0.013,99.987,0.0,0.0,0.0,989466624.0,31379456.0,502489088.0,1.99746977792e+11,8.900,2.980,1.050,5528.0,436.0
16-10 18:08:52,0.0,0.013,99.987,0.0,0.0,0.0,987705344.0,31379456.0,502489088.0,1.99748739072e+11,8.900,2.980,1.050,6308.0,106.0
