"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 2_32_ps_fake.csv 2 2000",,,,"Date:","16 Oct 2018 18:52:23 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
16-10 18:52:51,17.204,3.980,78.275,0.390,0.0,0.151,2252791808.0,35495936.0,773771264.0,1.98208253952e+11,3.370,2.0,2.150,127139283.0,141082959.500
16-10 18:52:53,17.532,2.327,80.091,0.0,0.0,0.050,2416918528.0,35495936.0,773951488.0,1.98043947008e+11,3.370,2.0,2.150,110006152.0,140967030.500
16-10 18:52:55,17.198,2.045,80.733,0.0,0.0,0.025,2387775488.0,35495936.0,774119424.0,1.98072922112e+11,3.260,2.0,2.150,27156227.0,140943313.0
16-10 18:52:57,13.784,2.669,83.459,0.0,0.0,0.088,2667950080.0,35504128.0,774287360.0,1.97792571392e+11,3.260,2.0,2.150,119226012.0,140971367.0
16-10 18:52:59,15.789,2.336,81.774,0.0,0.0,0.100,2701582336.0,35504128.0,774287360.0,1.97758939136e+11,3.640,2.100,2.180,127827030.0,140970888.500
16-10 18:53:01,16.353,2.822,80.712,0.0,0.0,0.113,2659885056.0,35504128.0,774451200.0,1.97800472576e+11,3.640,2.100,2.180,127832147.0,127807659.0
16-10 18:53:03,16.872,2.109,80.944,0.0,0.0,0.075,2581426176.0,35512320.0,774619136.0,1.97878755328e+11,3.640,2.100,2.180,127811056.500,30537969.0
16-10 18:53:05,16.909,2.319,80.684,0.0,0.0,0.088,2387447808.0,35512320.0,774791168.0,1.98072561664e+11,3.750,2.150,2.200,127820061.0,123621072.500
16-10 18:53:07,18.221,2.736,78.906,0.0,0.0,0.138,2403840000.0,35512320.0,774963200.0,1.9805599744e+11,3.750,2.150,2.200,127821481.500,140969279.0
16-10 18:53:09,18.880,8.118,72.852,0.0,0.0,0.150,2445963264.0,35520512.0,775131136.0,1.98013698048e+11,3.610,2.150,2.200,127834155.0,140982176.500
16-10 18:53:11,18.400,3.048,78.427,0.0,0.0,0.125,2460311552.0,35520512.0,775315456.0,1.9799916544e+11,3.610,2.150,2.200,127829160.0,140965406.0
16-10 18:53:13,18.115,2.520,79.265,0.0,0.0,0.100,2492645376.0,35520512.0,775491584.0,1.97966655488e+11,3.610,2.150,2.200,127835393.0,140969240.0
16-10 18:53:15,18.557,3.151,78.167,0.0,0.0,0.125,2497814528.0,35528704.0,775667712.0,1.97961302016e+11,3.960,2.250,2.230,127829185.0,140962561.500
16-10 18:53:17,18.690,3.718,77.442,0.0,0.0,0.150,2516238336.0,35528704.0,775847936.0,1.97942697984e+11,3.960,2.250,2.230,127155446.0,140961357.0
16-10 18:53:19,17.704,3.201,78.970,0.0,0.0,0.125,2653949952.0,35528704.0,776019968.0,1.97804814336e+11,4.450,2.370,2.270,111432886.0,140954102.500
16-10 18:53:21,2.257,0.426,97.304,0.0,0.0,0.013,1018306560.0,35536896.0,776011776.0,1.99440457728e+11,4.450,2.370,2.270,17090922.0,3586.0
16-10 18:53:23,0.013,0.013,99.975,0.0,0.0,0.0,1016819712.0,35536896.0,776019968.0,1.99441936384e+11,4.450,2.370,2.270,5985.0,5992.0
16-10 18:53:25,0.0,0.013,99.987,0.0,0.0,0.0,1014378496.0,35536896.0,776019968.0,1.994443776e+11,4.090,2.330,2.260,6968.0,125.0
16-10 18:53:27,0.013,0.013,99.975,0.0,0.0,0.0,1011585024.0,35545088.0,776011776.0,1.99447171072e+11,4.090,2.330,2.260,7380.0,0.0
16-10 18:53:29,0.012,0.012,99.975,0.0,0.0,0.0,1010274304.0,35545088.0,776019968.0,1.994484736e+11,3.760,2.300,2.250,6420.0,0.0
16-10 18:53:31,0.013,0.0,99.987,0.0,0.0,0.0,1008697344.0,35545088.0,776019968.0,1.9945005056e+11,3.760,2.300,2.250,6510.0,0.0
16-10 18:53:33,0.0,0.0,100.0,0.0,0.0,0.0,1006944256.0,35553280.0,776019968.0,1.99451795456e+11,3.760,2.300,2.250,7230.0,27.0
16-10 18:53:35,0.025,0.012,99.963,0.0,0.0,0.0,1006116864.0,35553280.0,776019968.0,1.99452622848e+11,3.460,2.260,2.230,7665.0,2875.0
16-10 18:53:37,0.013,0.013,99.975,0.0,0.0,0.0,1004965888.0,35553280.0,776019968.0,1.99453773824e+11,3.460,2.260,2.230,9206.0,6104.0
16-10 18:53:39,0.013,0.0,99.987,0.0,0.0,0.0,1004249088.0,35561472.0,776019968.0,1.99454482432e+11,3.180,2.220,2.220,7251.0,2304.0
16-10 18:53:41,0.0,0.025,99.975,0.0,0.0,0.0,1004122112.0,35561472.0,776019968.0,1.99454609408e+11,3.180,2.220,2.220,6300.0,0.0
16-10 18:53:43,0.025,0.0,99.975,0.0,0.0,0.0,1004122112.0,35561472.0,776019968.0,1.99454609408e+11,3.180,2.220,2.220,6720.0,4975.0
16-10 18:53:45,0.012,0.025,99.950,0.012,0.0,0.0,1004847104.0,35569664.0,776019968.0,1.99453876224e+11,2.930,2.180,2.210,6885.0,455.0
16-10 18:53:47,0.013,0.0,99.987,0.0,0.0,0.0,1004781568.0,35569664.0,776019968.0,1.9945394176e+11,2.930,2.180,2.210,7279.0,424.0
