"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 4_128_ps_fake_1.csv 2 2000",,,,"Date:","16 Oct 2018 19:18:39 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
16-10 19:20:25,10.033,1.342,88.538,0.0,0.0,0.088,3599831040.0,37904384.0,1066541056.0,1.9656603648e+11,8.150,4.600,2.890,4403513.0,297364741.500
16-10 19:20:27,38.612,9.443,51.732,0.0,0.0,0.213,3844014080.0,37904384.0,1066917888.0,1.96321476608e+11,8.620,4.760,2.950,124232613.500,243867004.0
16-10 19:20:29,8.324,2.796,88.705,0.125,0.0,0.050,3481645056.0,37912576.0,1066913792.0,1.96683841536e+11,8.620,4.760,2.950,4096940.500,95728182.0
16-10 19:20:31,34.434,3.152,62.301,0.0,0.0,0.113,3908943872.0,37912576.0,1067290624.0,1.96256165888e+11,8.410,4.780,2.970,651469.0,445483567.0
16-10 19:20:33,12.563,1.051,86.299,0.0,0.0,0.088,3298615296.0,37912576.0,1067290624.0,1.96866494464e+11,8.410,4.780,2.970,128101423.0,35353.0
16-10 19:20:35,33.371,4.239,62.189,0.0,0.0,0.201,3902533632.0,37920768.0,1067659264.0,1.96262199296e+11,8.410,4.780,2.970,838685.500,541209249.500
16-10 19:20:37,18.228,1.149,80.572,0.0,0.0,0.050,3306950656.0,37920768.0,1067663360.0,1.96857778176e+11,12.220,5.630,3.250,127813551.0,41459.500
16-10 19:20:39,17.420,2.926,79.503,0.0,0.0,0.151,3891617792.0,37920768.0,1068032000.0,1.962727424e+11,12.220,5.630,3.250,877989.0,541209481.500
16-10 19:20:41,34.089,12.570,53.227,0.0,0.0,0.113,3318685696.0,37928960.0,1068023808.0,1.96845674496e+11,11.640,5.620,3.260,127169207.0,30156.500
16-10 19:20:43,11.473,1.944,86.470,0.0,0.0,0.113,3750965248.0,37928960.0,1068400640.0,1.96413018112e+11,11.640,5.620,3.260,1230932.500,383331562.500
16-10 19:20:45,38.162,4.883,56.867,0.0,0.0,0.088,3665563648.0,37928960.0,1068400640.0,1.96498419712e+11,11.640,5.620,3.260,124097797.500,157907752.500
16-10 19:20:47,1.475,0.487,98.025,0.0,0.0,0.013,3307397120.0,38047744.0,1169854464.0,1.96755013632e+11,10.870,5.560,3.260,3958136.500,3023.500
16-10 19:20:49,0.863,0.325,98.812,0.0,0.0,0.0,2864910336.0,38187008.0,1068785664.0,1.97298429952e+11,10.870,5.560,3.260,9507.500,889.500
16-10 19:20:51,0.0,0.025,99.975,0.0,0.0,0.0,2863800320.0,38187008.0,1068785664.0,1.97299539968e+11,10.0,5.470,3.240,9514.0,468.0
