"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 4_nodes_1.csv 2 2000",,,,"Date:","15 Oct 2018 11:29:28 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
15-10 11:31:36,55.694,9.805,34.062,0.013,0.0,0.427,89751871488.0,98983936.0,3541831680.0,1.07877625856e+11,46.900,15.900,9.180,25206747.0,436700880.500
15-10 11:31:38,51.683,11.518,36.386,0.0,0.0,0.413,92094631936.0,98992128.0,3542593536.0,1.0553409536e+11,46.900,15.900,9.180,119531796.0,116050261.500
15-10 11:31:40,58.269,10.195,31.061,0.0,0.0,0.475,93696544768.0,98992128.0,3542507520.0,1.03932268544e+11,48.030,16.650,9.460,119807068.0,320696940.0
15-10 11:31:42,58.338,9.052,32.279,0.0,0.0,0.331,95207870464.0,98992128.0,3543097344.0,1.02420353024e+11,48.030,16.650,9.460,68892932.0,436709655.500
15-10 11:31:44,55.325,8.611,35.672,0.0,0.0,0.393,97361440768.0,99000320.0,3543982080.0,1.00265889792e+11,51.950,17.990,9.930,51795514.0,436704155.0
15-10 11:31:46,51.323,9.392,38.750,0.0,0.0,0.534,99706089472.0,99000320.0,3544752128.0,97920471040.0,51.950,17.990,9.930,119730312.500,232175290.500
15-10 11:31:48,60.779,9.361,29.451,0.0,0.0,0.409,1.01337997312e+11,99000320.0,3544772608.0,96288542720.0,51.950,17.990,9.930,119649191.500,204566938.0
15-10 11:31:50,58.131,9.625,31.812,0.0,0.0,0.432,1.0291693568e+11,99008512.0,3545382912.0,94708985856.0,48.750,17.890,9.940,104746073.500,436712919.500
15-10 11:31:52,55.658,9.333,34.680,0.0,0.0,0.328,1.05199874048e+11,99008512.0,3545960448.0,92425469952.0,48.750,17.890,9.940,15869897.500,436697220.500
15-10 11:31:54,52.377,9.951,37.191,0.0,0.0,0.482,1.07881701376e+11,99016704.0,3546722304.0,89742872576.0,51.090,18.880,10.310,119740847.0,243025421.0
15-10 11:31:56,61.138,9.916,28.437,0.0,0.0,0.509,1.08964941824e+11,99016704.0,3546537984.0,88659816448.0,51.090,18.880,10.310,119671654.0,193709670.0
15-10 11:31:58,56.655,10.234,32.607,0.0,0.0,0.504,1.10712918016e+11,99016704.0,3547246592.0,86911131648.0,51.090,18.880,10.310,72123829.500,436706374.0
15-10 11:32:00,54.386,9.508,35.649,0.0,0.0,0.456,1.12984322048e+11,99024896.0,3548286976.0,84638679040.0,52.210,19.650,10.600,48626049.500,436701553.500
15-10 11:32:02,52.533,10.247,36.796,0.0,0.0,0.424,1.15480649728e+11,99024896.0,3549057024.0,82141581312.0,52.210,19.650,10.600,119738999.0,230079759.0
15-10 11:32:04,60.685,9.800,29.072,0.0,0.0,0.443,1.16924657664e+11,99024896.0,3548823552.0,80697806848.0,53.390,20.440,10.910,119713580.0,206651806.0
15-10 11:32:06,52.782,8.643,38.233,0.0,0.0,0.342,1.18536630272e+11,99033088.0,3549442048.0,79085207552.0,53.390,20.440,10.910,102175897.0,436711453.500
15-10 11:32:08,55.253,9.710,34.747,0.0,0.0,0.290,1.20873672704e+11,99033088.0,3550105600.0,76747501568.0,53.390,20.440,10.910,18517050.500,436702159.0
15-10 11:32:10,51.512,10.095,37.996,0.0,0.0,0.397,1.23125219328e+11,99041280.0,3550867456.0,74495184896.0,53.760,21.060,11.160,119693883.0,193699922.0
15-10 11:32:12,58.376,8.955,32.167,0.0,0.0,0.502,1.24636454912e+11,99041280.0,3550691328.0,72984125440.0,53.760,21.060,11.160,119696312.500,243025553.500
15-10 11:32:14,57.632,9.869,32.171,0.0,0.0,0.329,1.26265061376e+11,99041280.0,3551383552.0,71354826752.0,54.820,21.820,11.460,115447844.0,436710319.500
15-10 11:32:16,55.746,10.686,33.329,0.0,0.0,0.239,1.2870848512e+11,99049472.0,3551944704.0,68910833664.0,54.820,21.820,11.460,5217821.0,436697433.0
15-10 11:32:18,52.860,10.473,36.196,0.0,0.0,0.471,1.31089989632e+11,99049472.0,3552714752.0,66528559104.0,54.820,21.820,11.460,119598805.0,146663135.0
15-10 11:32:20,59.931,9.219,30.341,0.0,0.0,0.509,1.32617875456e+11,99049472.0,3552616448.0,65000771584.0,59.400,23.320,12.0,119755694.0,290061131.500
15-10 11:32:22,57.176,9.597,32.859,0.013,0.0,0.356,1.34052462592e+11,99057664.0,3553452032.0,63565340672.0,59.400,23.320,12.0,72631854.0,436705137.500
15-10 11:32:24,55.007,9.083,35.553,0.0,0.0,0.357,1.36273924096e+11,99057664.0,3554320384.0,61343010816.0,59.530,23.950,12.260,48024673.500,436700289.500
15-10 11:32:26,52.410,10.225,36.945,0.0,0.0,0.420,1.38906681344e+11,99065856.0,3555082240.0,58709483520.0,59.530,23.950,12.260,119636624.500,170343380.500
15-10 11:32:28,61.606,9.605,28.345,0.0,0.0,0.445,1.40343611392e+11,99065856.0,3555020800.0,57272614912.0,59.530,23.950,12.260,119748270.0,266388008.500
15-10 11:32:30,56.629,9.133,33.758,0.0,0.0,0.479,1.4225215488e+11,99065856.0,3555835904.0,55363256320.0,55.640,23.730,12.260,108390574.500,436714934.500
15-10 11:32:32,54.369,9.091,36.199,0.013,0.0,0.328,1.44412901376e+11,99074048.0,3556413440.0,53201924096.0,55.640,23.730,12.260,12296300.500,436697934.0
15-10 11:32:34,52.560,11.108,35.820,0.0,0.0,0.512,1.46776961024e+11,99074048.0,3557105664.0,50837172224.0,55.670,24.270,12.490,119570775.500,115841646.500
15-10 11:32:36,56.882,9.789,32.864,0.0,0.0,0.466,1.48118085632e+11,99074048.0,3557105664.0,49496047616.0,55.670,24.270,12.490,119864079.500,320897799.0
15-10 11:32:38,57.303,9.372,32.943,0.0,0.0,0.382,1.50208036864e+11,99082240.0,3557666816.0,47405527040.0,55.670,24.270,12.490,65793977.0,436706942.500
15-10 11:32:40,53.812,9.450,36.394,0.0,0.0,0.345,1.52404226048e+11,99082240.0,3558285312.0,45208719360.0,55.460,24.740,12.710,54933920.500,436707100.500
15-10 11:32:42,51.609,10.584,37.222,0.0,0.0,0.585,1.54632507392e+11,99090432.0,3559047168.0,42979667968.0,55.460,24.740,12.710,119670014.500,199685962.500
15-10 11:32:44,58.803,9.538,31.126,0.0,0.0,0.533,1.56021325824e+11,99090432.0,3558952960.0,41590943744.0,56.380,25.450,13.0,119646891.0,237045292.0
15-10 11:32:46,56.376,9.047,34.148,0.0,0.0,0.428,1.57600124928e+11,99090432.0,3559911424.0,40011186176.0,56.380,25.450,13.0,84146928.500,436712508.0
15-10 11:32:48,55.354,9.553,34.729,0.013,0.0,0.352,1.59782682624e+11,99098624.0,3560624128.0,37827907584.0,56.380,25.450,13.0,36646583.500,436700548.500
15-10 11:32:50,51.573,10.913,37.104,0.0,0.0,0.411,1.62228277248e+11,99098624.0,3561394176.0,35381542912.0,57.070,26.100,13.280,119659048.0,185911318.0
15-10 11:32:52,60.435,9.720,29.325,0.0,0.0,0.519,1.63998097408e+11,99098624.0,3561291776.0,33611825152.0,57.070,26.100,13.280,119642206.500,250817828.0
15-10 11:32:54,56.118,9.953,33.533,0.013,0.0,0.383,1.65419216896e+11,99106816.0,3561922560.0,32190066688.0,54.420,26.070,13.340,102432787.0,436714977.0
15-10 11:32:56,49.783,10.125,39.761,0.0,0.0,0.331,1.67551176704e+11,99106816.0,3562758144.0,30057271296.0,54.420,26.070,13.340,18305835.500,436698414.500
15-10 11:32:58,57.513,10.453,31.576,0.0,0.0,0.457,1.69669435392e+11,99115008.0,3563520000.0,27938242560.0,54.420,26.070,13.340,119506728.0,95066333.0
15-10 11:33:00,58.635,10.291,30.605,0.0,0.0,0.469,1.71470098432e+11,99115008.0,3563577344.0,26137522176.0,57.030,27.080,13.730,119799055.0,341677348.500
15-10 11:33:02,58.024,9.463,32.158,0.0,0.0,0.355,1.7304102912e+11,99115008.0,3564191744.0,24565977088.0,57.030,27.080,13.730,40294740.500,436702284.0
15-10 11:33:04,52.641,10.119,36.821,0.0,0.0,0.419,1.7537212416e+11,99123200.0,3564990464.0,22234075136.0,58.230,27.820,14.050,80468711.0,436706035.500
15-10 11:33:06,57.046,10.359,32.097,0.0,0.0,0.497,1.77549688832e+11,99123200.0,3565768704.0,20055732224.0,58.230,27.820,14.050,119538122.500,113973134.0
15-10 11:33:08,56.222,8.199,35.121,0.0,0.0,0.458,1.78744860672e+11,99123200.0,3565899776.0,18860429312.0,58.230,27.820,14.050,119784170.500,322755815.0
15-10 11:33:10,58.366,10.156,31.150,0.0,0.0,0.329,1.80496334848e+11,99131392.0,3566530560.0,17108316160.0,54.450,27.540,14.030,49855900.0,436700939.500
15-10 11:33:12,50.089,10.505,39.036,0.0,0.0,0.370,1.82796587008e+11,99131392.0,3567312896.0,14807281664.0,54.450,27.540,14.030,70863331.0,421098868.0
15-10 11:33:14,58.558,10.844,30.227,0.0,0.0,0.371,1.84656310272e+11,99139584.0,3568074752.0,12946788352.0,54.810,28.070,14.270,119430293.500,53374694.500
15-10 11:33:16,56.449,9.470,33.622,0.0,0.0,0.459,1.86242330624e+11,99139584.0,3568099328.0,11360743424.0,54.810,28.070,14.270,112393425.500,398954358.0
15-10 11:33:18,56.485,9.189,33.988,0.0,0.0,0.338,1.87856437248e+11,99139584.0,3568697344.0,9746038784.0,54.810,28.070,14.270,29411887.500,436699797.0
15-10 11:33:20,47.392,10.380,41.722,0.0,0.0,0.505,1.9048409088e+11,99147776.0,3569463296.0,7117611008.0,54.670,28.480,14.480,98701452.0,340869701.500
15-10 11:33:22,61.130,10.264,28.163,0.0,0.0,0.442,1.91636484096e+11,99147776.0,3569426432.0,5965254656.0,54.670,28.480,14.480,119458719.0,95859946.500
15-10 11:33:24,57.263,9.650,32.643,0.0,0.0,0.444,1.9352231936e+11,99147776.0,3570057216.0,4078788608.0,55.820,29.150,14.770,119334007.500,436716322.0
15-10 11:33:26,57.400,9.486,32.809,0.0,0.0,0.304,1.95343904768e+11,99155968.0,3570720768.0,2256531456.0,55.820,29.150,14.770,37873132.500,436704249.500
15-10 11:33:28,49.441,10.697,39.397,0.0,0.0,0.465,1.97658976256e+11,99155968.0,2793054208.0,719126528.0,55.820,29.150,14.770,83431816.0,397563646.500
15-10 11:33:30,60.122,10.212,29.284,0.013,0.0,0.370,1.99136382976e+11,99123200.0,1501786112.0,533020672.0,57.590,29.970,15.110,119436600.500,54865709.0
15-10 11:33:33,44.410,9.862,39.740,5.586,0.0,0.403,2.00545927168e+11,57155584.0,163217408.0,504012800.0,57.590,29.970,15.110,119991078.0,421013330.500
15-10 11:33:34,11.052,5.259,55.690,27.753,0.0,0.247,2.0040527872e+11,39358464.0,114135040.0,711540736.0,57.310,30.360,15.320,3690.0,0.0
15-10 11:33:37,17.651,7.116,45.693,29.252,0.0,0.289,2.00732553216e+11,18169856.0,23293952.0,496295936.0,57.310,30.360,15.320,481974.500,436697935.0
15-10 11:33:38,9.474,5.572,37.135,47.516,0.0,0.302,2.00739913728e+11,7020544.0,26238976.0,497139712.0,57.310,30.360,15.320,119357299.0,19805.500
15-10 11:33:40,29.608,11.482,38.340,20.379,0.0,0.191,2.00717078528e+11,5758976.0,51662848.0,495812608.0,59.360,31.240,15.690,186116.500,132307378.500
15-10 11:33:42,18.959,5.257,59.774,15.696,0.0,0.314,2.007223296e+11,4046848.0,47190016.0,496746496.0,59.360,31.240,15.690,44719228.500,304395799.500
15-10 11:33:45,37.403,9.168,43.303,9.659,0.0,0.467,2.00251961344e+11,462848.0,14168064.0,1003720704.0,55.810,30.970,15.680,75345706.0,282320606.0
15-10 11:33:46,0.027,2.576,97.198,0.199,0.0,0.0,1.57917650944e+11,475136.0,23633920.0,43328552960.0,55.810,30.970,15.680,6300.0,0.0
15-10 11:33:48,0.0,2.501,97.499,0.0,0.0,0.0,1.06901856256e+11,483328.0,23633920.0,94344339456.0,55.810,30.970,15.680,6840.0,0.0
15-10 11:33:50,0.012,2.525,97.463,0.0,0.0,0.0,58975821824.0,487424.0,23789568.0,1.42270214144e+11,51.420,30.470,15.600,7020.0,0.0
15-10 11:33:52,0.013,2.500,97.487,0.0,0.0,0.0,17623891968.0,487424.0,23789568.0,1.83622144e+11,51.420,30.470,15.600,8610.0,0.0
15-10 11:33:54,0.100,1.462,98.026,0.375,0.0,0.037,1973567488.0,757760.0,30294016.0,1.99265693696e+11,47.300,29.960,15.520,12903.0,1191.0
15-10 11:33:56,0.0,0.025,99.975,0.0,0.0,0.0,1973088256.0,757760.0,31047680.0,1.99265419264e+11,47.300,29.960,15.520,7650.0,0.0
15-10 11:33:58,0.0,0.012,99.988,0.0,0.0,0.0,1972908032.0,757760.0,31047680.0,1.99265599488e+11,47.300,29.960,15.520,8340.0,27.0
15-10 11:34:00,0.0,0.0,100.0,0.0,0.0,0.0,1972727808.0,765952.0,31047680.0,1.9926577152e+11,43.510,29.470,15.440,7530.0,0.0
15-10 11:34:02,0.0,0.013,99.987,0.0,0.0,0.0,1972363264.0,1048576.0,31096832.0,1.99265804288e+11,43.510,29.470,15.440,7410.0,0.0
15-10 11:34:04,0.0,0.013,99.987,0.0,0.0,0.0,1972490240.0,1048576.0,31096832.0,1.99265677312e+11,40.030,28.980,15.350,6450.0,0.0
15-10 11:34:06,0.0,0.025,99.975,0.0,0.0,0.0,1972482048.0,1056768.0,31096832.0,1.99265677312e+11,40.030,28.980,15.350,5760.0,33.0
15-10 11:34:08,0.0,0.0,100.0,0.0,0.0,0.0,1972482048.0,1056768.0,31096832.0,1.99265677312e+11,40.030,28.980,15.350,6060.0,0.0
15-10 11:34:10,0.0,0.013,99.987,0.0,0.0,0.0,1972609024.0,1056768.0,31096832.0,1.99265550336e+11,36.820,28.500,15.270,7290.0,0.0
15-10 11:34:12,0.0,0.013,99.987,0.0,0.0,0.0,1972592640.0,1064960.0,31088640.0,1.9926556672e+11,36.820,28.500,15.270,7560.0,0.0
15-10 11:34:14,0.0,0.013,99.962,0.025,0.0,0.0,1971818496.0,2039808.0,32698368.0,1.99263756288e+11,33.870,28.020,15.190,6838.0,114.0
15-10 11:34:16,0.0,0.025,99.975,0.0,0.0,0.0,1971986432.0,2039808.0,32710656.0,1.99263576064e+11,33.870,28.020,15.190,6750.0,0.0
15-10 11:34:18,0.0,0.013,99.987,0.0,0.0,0.0,1971859456.0,2048000.0,32702464.0,1.9926370304e+11,33.870,28.020,15.190,7200.0,0.0
15-10 11:34:20,0.0,0.025,99.975,0.0,0.0,0.0,1971724288.0,2048000.0,32841728.0,1.99263698944e+11,31.160,27.560,15.110,6780.0,0.0
15-10 11:34:22,0.0,0.0,100.0,0.0,0.0,0.0,1971568640.0,2048000.0,32841728.0,1.99263854592e+11,31.160,27.560,15.110,6210.0,0.0
15-10 11:34:24,0.0,0.013,99.987,0.0,0.0,0.0,1971142656.0,2060288.0,33312768.0,1.99263797248e+11,28.670,27.100,15.020,6810.0,0.0
15-10 11:34:26,0.0,0.025,99.975,0.0,0.0,0.0,1971118080.0,2060288.0,33320960.0,1.99263813632e+11,28.670,27.100,15.020,6690.0,0.0
15-10 11:34:28,0.0,0.013,99.987,0.0,0.0,0.0,1971118080.0,2060288.0,33320960.0,1.99263813632e+11,28.670,27.100,15.020,6360.0,0.0
15-10 11:34:30,0.0,0.0,100.0,0.0,0.0,0.0,1971118080.0,2068480.0,33312768.0,1.99263813632e+11,26.370,26.650,14.940,6480.0,0.0
15-10 11:34:32,0.0,0.013,99.987,0.0,0.0,0.0,1970798592.0,2068480.0,33320960.0,1.99264124928e+11,26.370,26.650,14.940,6750.0,0.0
15-10 11:34:34,0.0,0.013,99.987,0.0,0.0,0.0,1970798592.0,2068480.0,33320960.0,1.99264124928e+11,24.260,26.210,14.860,6840.0,0.0
15-10 11:34:36,0.0,0.025,99.975,0.0,0.0,0.0,1970798592.0,2076672.0,33312768.0,1.99264124928e+11,24.260,26.210,14.860,6510.0,0.0
