"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 1_node.csv 2 2000",,,,"Date:","15 Oct 2018 13:37:45 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","1m","5m","15m","recv","send"
15-10 13:41:28,3.492,0.624,95.848,0.017,0.0,0.019,8576937984.0,20402176.0,516538368.0,1.92156434432e+11,9.460,2.060,2.440,0.0,0.0
15-10 13:41:30,47.981,9.053,40.844,1.903,0.0,0.219,10702802944.0,20414464.0,556818432.0,1.8999027712e+11,9.460,2.060,2.440,5700.0,880.0
15-10 13:41:32,49.243,7.754,42.939,0.0,0.0,0.065,12174217216.0,20414464.0,579555328.0,1.88496125952e+11,13.430,3.010,2.740,5790.0,398.0
15-10 13:41:34,51.206,7.250,41.453,0.0,0.0,0.091,13754298368.0,20430848.0,606838784.0,1.8688874496e+11,13.430,3.010,2.740,7440.0,402.0
15-10 13:41:36,51.887,7.573,40.463,0.0,0.0,0.077,15480651776.0,20443136.0,621568000.0,1.85147650048e+11,15.720,3.660,2.950,8100.0,402.0
15-10 13:41:38,53.714,6.156,40.052,0.0,0.0,0.078,17172729856.0,20443136.0,621395968.0,1.83455744e+11,15.720,3.660,2.950,6360.0,451.0
15-10 13:41:40,50.508,7.466,42.000,0.0,0.0,0.026,18546839552.0,20443136.0,621658112.0,1.8208137216e+11,15.720,3.660,2.950,6480.0,390.0
15-10 13:41:42,52.466,8.181,39.289,0.0,0.0,0.064,20064649216.0,20451328.0,622116864.0,1.80563095552e+11,18.620,4.460,3.220,7050.0,390.0
15-10 13:41:44,52.749,7.465,39.697,0.0,0.0,0.088,21634289664.0,20451328.0,622886912.0,1.78992685056e+11,18.620,4.460,3.220,6960.0,394.0
15-10 13:41:46,49.779,7.837,42.254,0.0,0.0,0.130,23314989056.0,20467712.0,623472640.0,1.77311383552e+11,19.930,4.970,3.390,7290.0,394.0
15-10 13:41:48,53.991,6.372,39.586,0.0,0.0,0.051,24797208576.0,20467712.0,623263744.0,1.75829372928e+11,19.930,4.970,3.390,6573.0,468.0
15-10 13:41:50,52.114,7.450,40.358,0.0,0.0,0.077,26377191424.0,20467712.0,623677440.0,1.74248976384e+11,19.930,4.970,3.390,7470.0,402.0
15-10 13:41:52,48.288,9.181,42.401,0.0,0.0,0.130,28899139584.0,20475904.0,623669248.0,1.71727028224e+11,22.660,5.780,3.660,8205.0,425.0
15-10 13:41:54,42.199,10.569,47.090,0.013,0.0,0.129,31413485568.0,20475904.0,623972352.0,1.69212379136e+11,22.660,5.780,3.660,8483.0,586.0
15-10 13:41:56,46.345,7.896,45.720,0.0,0.0,0.039,32879689728.0,20475904.0,623972352.0,1.67746174976e+11,26.050,6.770,3.990,8775.0,2761.0
15-10 13:41:58,48.814,7.935,43.161,0.0,0.0,0.091,34488844288.0,20484096.0,624406528.0,1.66136578048e+11,26.050,6.770,3.990,8790.0,166.0
15-10 13:42:00,52.658,7.209,40.043,0.0,0.0,0.089,36238954496.0,20484096.0,624418816.0,1.64386455552e+11,26.050,6.770,3.990,8220.0,105.0
15-10 13:42:02,50.238,7.449,42.197,0.0,0.0,0.116,37791936512.0,20484096.0,624701440.0,1.62833190912e+11,28.850,7.670,4.300,8895.0,305.0
15-10 13:42:04,51.340,6.972,41.637,0.0,0.0,0.052,39368269824.0,20492288.0,625115136.0,1.61256435712e+11,28.850,7.670,4.300,9300.0,0.0
15-10 13:42:06,52.534,7.607,39.757,0.0,0.0,0.102,40919187456.0,20492288.0,625500160.0,1.59705133056e+11,30.950,8.450,4.570,8475.0,227.0
15-10 13:42:08,53.458,7.121,39.370,0.0,0.0,0.051,42903445504.0,20492288.0,625500160.0,1.57720875008e+11,30.950,8.450,4.570,8130.0,0.0
15-10 13:42:10,50.174,7.669,42.093,0.0,0.0,0.064,44485136384.0,20500480.0,625770496.0,1.561389056e+11,30.950,8.450,4.570,8130.0,0.0
15-10 13:42:12,55.245,6.161,38.516,0.0,0.0,0.078,46041640960.0,20500480.0,625979392.0,1.54582192128e+11,32.710,9.190,4.830,9236.500,1784.500
15-10 13:42:14,54.368,7.014,38.553,0.0,0.0,0.064,47634878464.0,20500480.0,626622464.0,1.52988311552e+11,32.710,9.190,4.830,7320.0,0.0
15-10 13:42:16,53.779,7.674,38.445,0.013,0.0,0.090,49554993152.0,20508672.0,626970624.0,1.51067840512e+11,35.300,10.120,5.150,6600.0,0.0
15-10 13:42:18,51.349,6.783,41.804,0.0,0.0,0.064,51034611712.0,20512768.0,626966528.0,1.49588221952e+11,35.300,10.120,5.150,6360.0,0.0
15-10 13:42:20,52.954,6.818,40.164,0.0,0.0,0.064,52531191808.0,20512768.0,627445760.0,1.48091162624e+11,35.300,10.120,5.150,6180.0,27.0
15-10 13:42:22,57.266,6.442,36.241,0.0,0.0,0.052,54386606080.0,20520960.0,627859456.0,1.46235326464e+11,38.720,11.250,5.540,6120.0,0.0
15-10 13:42:24,52.708,7.620,39.595,0.0,0.0,0.077,55957835776.0,20520960.0,628129792.0,1.44663826432e+11,38.720,11.250,5.540,5280.0,27.0
15-10 13:42:26,53.605,7.584,38.759,0.0,0.0,0.052,57963642880.0,20529152.0,628535296.0,1.42657605632e+11,41.380,12.250,5.900,5280.0,0.0
15-10 13:42:28,52.897,7.979,39.034,0.0,0.0,0.090,59826532352.0,20529152.0,628539392.0,1.40794712064e+11,41.380,12.250,5.900,5640.0,0.0
15-10 13:42:30,47.722,9.423,42.791,0.0,0.0,0.065,61620703232.0,20529152.0,628817920.0,1.39000262656e+11,41.380,12.250,5.900,5940.0,0.0
15-10 13:42:32,51.866,5.140,42.981,0.0,0.0,0.013,62409539584.0,20537344.0,629280768.0,1.38210955264e+11,39.430,12.330,5.960,6360.0,0.0
15-10 13:42:34,32.102,3.633,64.253,0.0,0.0,0.012,62682525696.0,20537344.0,629628928.0,1.37937620992e+11,39.430,12.330,5.960,6390.0,0.0
15-10 13:42:36,33.992,2.901,63.107,0.0,0.0,0.0,63115866112.0,20537344.0,629972992.0,1.37503936512e+11,39.800,12.860,6.160,6690.0,0.0
15-10 13:42:38,30.198,2.534,67.268,0.0,0.0,0.0,62693490688.0,20545536.0,630337536.0,1.379259392e+11,39.800,12.860,6.160,6360.0,0.0
15-10 13:42:40,37.370,1.852,60.778,0.0,0.0,0.0,62647066624.0,20545536.0,630374400.0,1.379723264e+11,39.800,12.860,6.160,5850.0,27.0
15-10 13:42:42,40.794,3.652,55.554,0.0,0.0,0.0,62900961280.0,20545536.0,630689792.0,1.37718116352e+11,38.050,12.940,6.230,6390.0,0.0
15-10 13:42:44,41.917,3.071,54.999,0.0,0.0,0.012,63059820544.0,20553728.0,631365632.0,1.37558573056e+11,38.050,12.940,6.230,6570.0,0.0
15-10 13:42:46,38.446,3.499,58.055,0.0,0.0,0.0,63105253376.0,20557824.0,631869440.0,1.3751263232e+11,38.130,13.380,6.410,6810.0,0.0
15-10 13:42:48,35.648,3.635,60.717,0.0,0.0,0.0,63113867264.0,20557824.0,632381440.0,1.37503506432e+11,38.130,13.380,6.410,7470.0,0.0
15-10 13:42:50,37.463,4.346,58.192,0.0,0.0,0.0,63453040640.0,20566016.0,632782848.0,1.37163923456e+11,38.130,13.380,6.410,6480.0,0.0
15-10 13:42:52,32.131,2.937,64.932,0.0,0.0,0.0,63593025536.0,20566016.0,632786944.0,1.37023934464e+11,35.150,13.170,6.380,6840.0,0.0
15-10 13:42:54,30.418,2.903,66.667,0.0,0.0,0.013,63266902016.0,20566016.0,633892864.0,1.37348952064e+11,35.150,13.170,6.380,7590.0,0.0
15-10 13:42:56,37.752,2.016,60.219,0.0,0.0,0.012,63308431360.0,20574208.0,633638912.0,1.3730766848e+11,32.420,12.970,6.350,10110.0,0.0
15-10 13:42:58,42.422,3.293,54.285,0.0,0.0,0.0,63388524544.0,20574208.0,634159104.0,1.37227055104e+11,32.420,12.970,6.350,11850.0,0.0
15-10 13:43:00,41.631,3.568,54.801,0.0,0.0,0.0,63531196416.0,20574208.0,634560512.0,1.37083981824e+11,32.420,12.970,6.350,12840.0,0.0
15-10 13:43:02,36.987,4.269,58.732,0.0,0.0,0.013,63786950656.0,20582400.0,634880000.0,1.36827899904e+11,29.900,12.770,6.320,11670.0,0.0
15-10 13:43:04,32.638,3.643,63.719,0.0,0.0,0.0,63994380288.0,20582400.0,635146240.0,1.36620204032e+11,29.900,12.770,6.320,11730.0,0.0
15-10 13:43:06,31.570,2.952,65.477,0.0,0.0,0.0,64266543104.0,20586496.0,635912192.0,1.36347271168e+11,31.030,13.290,6.520,9750.0,0.0
15-10 13:43:08,29.840,2.780,67.368,0.0,0.0,0.013,64388927488.0,20594688.0,635850752.0,1.36224940032e+11,31.030,13.290,6.520,8940.0,0.0
15-10 13:43:10,38.582,2.957,58.460,0.0,0.0,0.0,63643115520.0,20594688.0,636211200.0,1.36970391552e+11,31.030,13.290,6.520,7560.0,0.0
15-10 13:43:12,41.230,4.316,54.454,0.0,0.0,0.0,63525072896.0,20594688.0,636473344.0,1.37088172032e+11,29.990,13.370,6.580,6750.0,0.0
15-10 13:43:14,41.531,3.578,54.879,0.0,0.0,0.013,63944339456.0,20602880.0,636846080.0,1.36668524544e+11,29.990,13.370,6.580,6120.0,0.0
15-10 13:43:16,38.183,5.943,55.874,0.0,0.0,0.0,63506845696.0,20602880.0,637190144.0,1.3710567424e+11,27.990,13.230,6.570,6420.0,0.0
15-10 13:43:18,35.637,3.506,60.857,0.0,0.0,0.0,63676604416.0,20602880.0,637607936.0,1.36935497728e+11,27.990,13.230,6.570,8215.500,1309.500
15-10 13:43:20,30.403,7.879,61.718,0.0,0.0,0.0,64017383424.0,20611072.0,638377984.0,1.3659394048e+11,27.990,13.230,6.570,7362.0,231.0
15-10 13:43:22,29.698,2.795,67.507,0.0,0.0,0.0,63941566464.0,20611072.0,638144512.0,1.36669990912e+11,26.230,13.110,6.570,6990.0,0.0
15-10 13:43:24,37.165,2.402,60.433,0.0,0.0,0.0,63730114560.0,20611072.0,638586880.0,1.36881000448e+11,26.230,13.110,6.570,6960.0,0.0
15-10 13:43:26,42.011,3.671,54.305,0.0,0.0,0.013,63691460608.0,20619264.0,639119360.0,1.36919113728e+11,24.210,12.910,6.540,6900.0,0.0
15-10 13:43:28,40.729,3.944,55.315,0.0,0.0,0.013,63781646336.0,20619264.0,639451136.0,1.36828596224e+11,24.210,12.910,6.540,6570.0,0.0
15-10 13:43:30,38.109,6.197,55.694,0.0,0.0,0.0,63793790976.0,20619264.0,639832064.0,1.36816070656e+11,24.210,12.910,6.540,7140.0,0.0
15-10 13:43:32,37.329,3.316,59.354,0.0,0.0,0.0,63788240896.0,20631552.0,640188416.0,1.36821252096e+11,22.350,12.710,6.510,7260.0,0.0
15-10 13:43:34,37.112,3.381,59.507,0.0,0.0,0.0,63956299776.0,20631552.0,640524288.0,1.36652857344e+11,22.350,12.710,6.510,6900.0,102.0
15-10 13:43:36,30.228,2.732,67.040,0.0,0.0,0.0,64010498048.0,20631552.0,640524288.0,1.36598659072e+11,24.080,13.230,6.710,8100.0,0.0
15-10 13:43:38,28.871,2.112,69.004,0.0,0.0,0.012,63781957632.0,20639744.0,640983040.0,1.36826732544e+11,24.080,13.230,6.710,7890.0,0.0
15-10 13:43:40,41.013,7.912,51.075,0.0,0.0,0.0,63823339520.0,20639744.0,641232896.0,1.367851008e+11,24.080,13.230,6.710,7108.0,114.0
15-10 13:43:42,41.923,3.633,54.444,0.0,0.0,0.0,63691304960.0,20639744.0,641814528.0,1.36916553728e+11,26.320,13.870,6.960,7590.0,0.0
15-10 13:43:44,38.273,3.839,57.876,0.012,0.0,0.0,63755493376.0,20647936.0,642088960.0,1.36852082688e+11,26.320,13.870,6.960,8280.0,0.0
15-10 13:43:46,34.102,3.541,62.357,0.0,0.0,0.0,63751426048.0,20647936.0,642523136.0,1.3685571584e+11,27.970,14.420,7.170,8310.0,54.0
15-10 13:43:48,31.406,5.833,62.762,0.0,0.0,0.0,63965184000.0,20647936.0,642523136.0,1.36641957888e+11,27.970,14.420,7.170,7140.0,0.0
15-10 13:43:50,29.858,3.085,67.057,0.0,0.0,0.0,63543205888.0,20656128.0,642953216.0,1.37063497728e+11,27.970,14.420,7.170,6990.0,0.0
15-10 13:43:52,37.514,2.434,60.052,0.0,0.0,0.0,63583576064.0,20656128.0,643194880.0,1.37022885888e+11,28.780,14.810,7.340,7470.0,0.0
15-10 13:43:54,42.816,3.818,53.353,0.0,0.0,0.013,63610843136.0,20656128.0,643493888.0,1.36995319808e+11,28.780,14.810,7.340,8430.0,0.0
15-10 13:43:56,40.209,3.385,56.381,0.013,0.0,0.013,63893929984.0,20664320.0,643911680.0,1.36711806976e+11,26.950,14.670,7.330,9060.0,0.0
15-10 13:43:58,38.322,5.904,55.761,0.0,0.0,0.012,64121692160.0,20668416.0,644358144.0,1.3648359424e+11,26.950,14.670,7.330,8700.0,0.0
15-10 13:44:00,35.117,3.027,61.856,0.0,0.0,0.0,64135942144.0,20668416.0,644739072.0,1.36468963328e+11,26.950,14.670,7.330,8880.0,0.0
15-10 13:44:02,34.108,3.580,62.312,0.0,0.0,0.0,64201146368.0,20676608.0,644743168.0,1.36403746816e+11,24.870,14.440,7.300,9120.0,0.0
15-10 13:44:04,26.703,2.380,70.917,0.0,0.0,0.0,63923916800.0,20676608.0,645029888.0,1.36680689664e+11,24.870,14.440,7.300,8190.0,0.0
15-10 13:44:06,36.951,2.518,60.531,0.0,0.0,0.0,63877865472.0,20676608.0,645328896.0,1.36726441984e+11,22.960,14.220,7.260,8100.0,0.0
15-10 13:44:08,40.630,4.713,54.644,0.0,0.0,0.013,63865876480.0,20684800.0,645943296.0,1.36737808384e+11,22.960,14.220,7.260,8430.0,0.0
15-10 13:44:10,40.752,3.000,56.248,0.0,0.0,0.0,63875833856.0,20684800.0,646266880.0,1.36727527424e+11,22.960,14.220,7.260,8670.0,0.0
15-10 13:44:12,38.878,3.289,57.832,0.0,0.0,0.0,63994974208.0,20684800.0,646758400.0,1.36607895552e+11,22.160,14.200,7.290,8040.0,0.0
15-10 13:44:14,35.302,3.589,61.108,0.0,0.0,0.0,63876870144.0,20692992.0,647086080.0,1.36725663744e+11,22.160,14.200,7.290,8340.0,0.0
15-10 13:44:16,35.443,3.582,60.975,0.0,0.0,0.0,63806599168.0,20692992.0,647086080.0,1.3679593472e+11,24.470,14.810,7.530,8160.0,0.0
15-10 13:44:18,27.978,2.560,69.463,0.0,0.0,0.0,63873699840.0,20692992.0,647274496.0,1.36728645632e+11,24.470,14.810,7.530,7620.0,0.0
15-10 13:44:20,33.538,2.981,63.482,0.0,0.0,0.0,63786827776.0,20701184.0,647614464.0,1.36815169536e+11,24.470,14.810,7.530,6600.0,0.0
15-10 13:44:22,39.539,3.462,56.986,0.0,0.0,0.013,63606022144.0,20701184.0,647872512.0,1.3699571712e+11,23.950,14.860,7.580,6270.0,0.0
15-10 13:44:24,41.917,3.605,54.478,0.0,0.0,0.0,63667798016.0,20701184.0,648261632.0,1.36933552128e+11,23.950,14.860,7.580,7140.0,0.0
15-10 13:44:26,39.231,4.083,56.686,0.0,0.0,0.0,63564333056.0,20713472.0,648740864.0,1.37036525568e+11,22.520,14.710,7.580,7290.0,0.0
15-10 13:44:28,39.538,3.795,56.667,0.0,0.0,0.0,63664902144.0,20713472.0,649076736.0,1.36935620608e+11,22.520,14.710,7.580,6180.0,0.0
15-10 13:44:30,35.252,3.429,61.319,0.0,0.0,0.0,63594844160.0,20713472.0,649482240.0,1.37005273088e+11,22.520,14.710,7.580,5580.0,0.0
15-10 13:44:32,33.105,3.350,63.520,0.012,0.0,0.012,63660331008.0,20721664.0,649474048.0,1.3693978624e+11,20.790,14.490,7.540,7350.0,0.0
15-10 13:44:34,32.913,2.548,64.539,0.0,0.0,0.0,63430848512.0,20721664.0,650592256.0,1.37168150528e+11,20.790,14.490,7.540,7350.0,0.0
15-10 13:44:36,32.515,6.695,60.790,0.0,0.0,0.0,63323848704.0,20721664.0,650371072.0,1.3727537152e+11,19.210,14.260,7.500,6450.0,0.0
15-10 13:44:38,39.745,2.605,57.650,0.0,0.0,0.0,63413665792.0,20729856.0,650661888.0,1.37185255424e+11,19.210,14.260,7.500,6360.0,0.0
15-10 13:44:40,42.104,3.570,54.314,0.0,0.0,0.013,63591264256.0,20729856.0,650973184.0,1.37007345664e+11,19.210,14.260,7.500,6690.0,27.0
15-10 13:44:42,39.812,3.652,56.535,0.0,0.0,0.0,63491067904.0,20729856.0,651554816.0,1.37106960384e+11,21.350,14.790,7.710,6750.0,0.0
15-10 13:44:44,39.648,4.158,56.193,0.0,0.0,0.0,63446896640.0,20738048.0,651874304.0,1.37150803968e+11,21.350,14.790,7.710,5700.0,0.0
15-10 13:44:46,33.115,3.055,63.830,0.0,0.0,0.0,63428825088.0,20738048.0,652210176.0,1.37168539648e+11,23.410,15.320,7.920,5040.0,27.0
15-10 13:44:48,35.103,3.502,61.383,0.0,0.0,0.013,63446249472.0,20742144.0,652206080.0,1.37151115264e+11,23.410,15.320,7.920,4743.0,66.0
15-10 13:44:50,24.981,1.724,73.295,0.0,0.0,0.0,63597068288.0,20750336.0,652529664.0,1.36999964672e+11,23.410,15.320,7.920,5100.0,0.0
15-10 13:44:52,37.968,2.347,59.685,0.0,0.0,0.0,63231987712.0,20750336.0,652791808.0,1.37364783104e+11,22.410,15.250,7.940,6090.0,0.0
15-10 13:44:54,41.779,3.850,54.372,0.0,0.0,0.0,63165497344.0,20750336.0,653037568.0,1.37431027712e+11,22.410,15.250,7.940,5730.0,0.0
15-10 13:44:56,41.058,4.241,54.702,0.0,0.0,0.0,63413460992.0,20758528.0,653316096.0,1.37182777344e+11,21.340,15.150,7.950,5490.0,0.0
15-10 13:44:58,39.672,3.517,56.811,0.0,0.0,0.0,63406542848.0,20758528.0,653881344.0,1.3718913024e+11,21.340,15.150,7.950,5160.0,0.0
15-10 13:45:00,36.585,3.289,60.126,0.0,0.0,0.0,63391133696.0,20758528.0,654401536.0,1.372040192e+11,21.340,15.150,7.950,5160.0,0.0
15-10 13:45:02,33.627,4.113,62.234,0.012,0.0,0.012,63554940928.0,20766720.0,654397440.0,1.37040207872e+11,19.710,14.910,7.910,6750.0,0.0
15-10 13:45:04,31.153,2.506,66.341,0.0,0.0,0.0,63472316416.0,20766720.0,654725120.0,1.37122504704e+11,19.710,14.910,7.910,6570.0,0.0
15-10 13:45:06,31.819,2.610,65.571,0.0,0.0,0.0,63541399552.0,20766720.0,655204352.0,1.37052942336e+11,18.210,14.680,7.870,7230.0,0.0
15-10 13:45:08,42.203,3.067,54.731,0.0,0.0,0.0,63728025600.0,20774912.0,655495168.0,1.3686601728e+11,18.210,14.680,7.870,6630.0,0.0
15-10 13:45:10,41.854,7.640,50.506,0.0,0.0,0.0,63660752896.0,20774912.0,655917056.0,1.36932868096e+11,18.210,14.680,7.870,5940.0,0.0
15-10 13:45:12,38.331,4.186,57.471,0.0,0.0,0.013,63551696896.0,20774912.0,656228352.0,1.370416128e+11,20.280,15.170,8.060,5910.0,0.0
15-10 13:45:14,34.039,4.383,61.578,0.0,0.0,0.0,63817789440.0,20783104.0,656572416.0,1.36775168e+11,20.280,15.170,8.060,7620.0,0.0
15-10 13:45:16,38.965,3.907,57.116,0.0,0.0,0.013,63770247168.0,20787200.0,656986112.0,1.3682229248e+11,19.930,15.180,8.110,7650.0,0.0
15-10 13:45:18,29.897,3.672,66.430,0.0,0.0,0.0,63769903104.0,20787200.0,656986112.0,1.36822636544e+11,19.930,15.180,8.110,6990.0,0.0
15-10 13:45:20,30.169,3.239,66.591,0.0,0.0,0.0,63446306816.0,20795392.0,658108416.0,1.37145102336e+11,19.930,15.180,8.110,6990.0,0.0
15-10 13:45:22,40.222,2.317,57.449,0.0,0.0,0.012,63406739456.0,20795392.0,657862656.0,1.37184915456e+11,20.420,15.360,8.200,6630.0,0.0
15-10 13:45:24,42.587,3.577,53.835,0.0,0.0,0.0,63305428992.0,20795392.0,658141184.0,1.37285947392e+11,20.420,15.360,8.200,5880.0,0.0
15-10 13:45:26,39.080,3.694,57.226,0.0,0.0,0.0,63327514624.0,20803584.0,658624512.0,1.3726337024e+11,19.270,15.210,8.190,5580.0,0.0
15-10 13:45:28,24.956,4.731,70.313,0.0,0.0,0.0,63653122048.0,21049344.0,887496704.0,1.36708644864e+11,19.270,15.210,8.190,6720.0,0.0
15-10 13:45:30,30.398,3.490,66.100,0.0,0.0,0.013,63577538560.0,21049344.0,887496704.0,1.36784228352e+11,19.270,15.210,8.190,7230.0,0.0
15-10 13:45:32,33.162,2.135,64.665,0.025,0.0,0.013,63552778240.0,21049344.0,888008704.0,1.36808476672e+11,18.200,15.050,8.180,8750.500,1838.500
15-10 13:45:34,41.933,3.643,54.159,0.227,0.0,0.038,63725473792.0,21057536.0,888324096.0,1.36635457536e+11,18.200,15.050,8.180,7020.0,0.0
15-10 13:45:36,39.767,8.260,51.960,0.0,0.0,0.013,63890636800.0,21057536.0,888598528.0,1.36470020096e+11,16.910,14.840,8.150,6240.0,0.0
15-10 13:45:38,40.222,3.357,56.421,0.0,0.0,0.0,63817859072.0,21065728.0,889008128.0,1.36542380032e+11,16.910,14.840,8.150,5790.0,0.0
15-10 13:45:40,33.159,4.302,62.539,0.0,0.0,0.0,63772827648.0,21069824.0,889475072.0,1.36586940416e+11,16.910,14.840,8.150,5400.0,27.0
15-10 13:45:42,30.104,3.531,66.365,0.0,0.0,0.0,63948177408.0,21069824.0,889475072.0,1.36411590656e+11,15.630,14.610,8.110,6450.0,0.0
15-10 13:45:44,28.858,2.820,68.322,0.0,0.0,0.0,63545176064.0,21078016.0,889831424.0,1.36814227456e+11,15.630,14.610,8.110,7800.0,0.0
15-10 13:45:46,41.195,3.532,55.261,0.0,0.0,0.013,63626682368.0,21078016.0,890064896.0,1.3673248768e+11,14.460,14.380,8.070,7440.0,0.0
15-10 13:45:48,42.310,4.240,53.438,0.0,0.0,0.012,63702347776.0,21078016.0,890515456.0,1.36656371712e+11,14.460,14.380,8.070,6540.0,0.0
15-10 13:45:50,38.750,3.467,57.782,0.0,0.0,0.0,63875080192.0,21086208.0,890871808.0,1.36483274752e+11,14.460,14.380,8.070,6750.0,0.0
15-10 13:45:52,35.981,3.401,60.617,0.0,0.0,0.0,64072065024.0,21086208.0,891318272.0,1.36285843456e+11,13.380,14.160,8.030,7920.0,0.0
15-10 13:45:54,32.715,4.277,63.008,0.0,0.0,0.0,63916589056.0,21086208.0,892088320.0,1.36440549376e+11,13.380,14.160,8.030,8670.0,0.0
15-10 13:45:56,27.140,3.562,69.285,0.0,0.0,0.013,63904710656.0,21094400.0,891858944.0,1.3645264896e+11,15.110,14.500,8.180,7350.0,0.0
15-10 13:45:58,36.616,3.274,60.110,0.0,0.0,0.0,63947603968.0,21094400.0,892379136.0,1.36409235456e+11,15.110,14.500,8.180,6690.0,0.0
15-10 13:46:00,40.716,3.704,55.580,0.0,0.0,0.0,63780855808.0,21094400.0,892616704.0,1.36575746048e+11,15.110,14.500,8.180,7410.0,0.0
15-10 13:46:02,42.227,3.865,53.896,0.012,0.0,0.0,63437688832.0,21102592.0,892915712.0,1.36918605824e+11,17.830,15.080,8.400,7650.0,0.0
15-10 13:46:04,41.884,3.445,54.659,0.0,0.0,0.012,63688376320.0,21102592.0,893374464.0,1.36667459584e+11,17.830,15.080,8.400,7740.0,0.0
15-10 13:46:06,38.016,3.789,58.195,0.0,0.0,0.0,63776354304.0,21106688.0,893956096.0,1.36578895872e+11,19.760,15.520,8.580,9120.0,0.0
15-10 13:46:08,34.665,3.896,61.438,0.0,0.0,0.0,63838187520.0,21114880.0,894476288.0,1.36516534272e+11,19.760,15.520,8.580,8850.0,0.0
15-10 13:46:10,34.401,5.481,60.118,0.0,0.0,0.0,64019775488.0,21114880.0,895246336.0,1.36334176256e+11,19.760,15.520,8.580,7140.0,0.0
15-10 13:46:12,32.504,2.612,64.884,0.0,0.0,0.0,63680434176.0,21114880.0,895860736.0,1.36672903168e+11,18.580,15.350,8.560,7800.0,0.0
15-10 13:46:14,33.937,2.464,63.600,0.0,0.0,0.0,63611899904.0,21123072.0,895655936.0,1.36741634048e+11,18.580,15.350,8.560,8550.0,0.0
15-10 13:46:16,40.742,3.660,55.598,0.0,0.0,0.0,63389069312.0,21123072.0,895983616.0,1.3696413696e+11,17.170,15.110,8.520,8700.0,0.0
15-10 13:46:18,41.644,4.097,54.247,0.0,0.0,0.013,63463866368.0,21123072.0,896290816.0,1.36889032704e+11,17.170,15.110,8.520,8790.0,60.0
15-10 13:46:20,38.922,3.851,57.227,0.0,0.0,0.0,63439269888.0,21131264.0,896589824.0,1.36913321984e+11,17.170,15.110,8.520,8730.0,0.0
15-10 13:46:22,37.180,4.435,58.373,0.0,0.0,0.012,63449759744.0,21131264.0,897175552.0,1.369022464e+11,15.880,14.880,8.480,8490.0,0.0
15-10 13:46:24,30.578,3.097,66.325,0.0,0.0,0.0,64062566400.0,21131264.0,897175552.0,1.36289439744e+11,15.880,14.880,8.480,8100.0,0.0
