"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 2_128_ps_fake.csv 2 2000",,,,"Date:","16 Oct 2018 18:35:15 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
16-10 18:36:19,5.742,1.668,92.515,0.0,0.0,0.075,2685169664.0,34242560.0,762548224.0,1.97788352512e+11,3.410,2.920,3.250,2120537.500,127783632.500
16-10 18:36:21,36.095,3.495,60.309,0.0,0.0,0.101,2266783744.0,34242560.0,762716160.0,1.98206570496e+11,3.410,2.920,3.250,127122315.0,52676558.500
16-10 18:36:23,11.335,2.943,85.671,0.0,0.0,0.050,3250630656.0,34250752.0,762880000.0,1.97222551552e+11,3.410,2.920,3.250,735469.500,180407624.500
16-10 18:36:25,29.575,2.656,67.644,0.0,0.0,0.125,2293211136.0,34250752.0,762888192.0,1.9817996288e+11,3.700,2.990,3.270,127112180.0,31567.500
16-10 18:36:27,19.651,3.837,76.474,0.0,0.0,0.038,2863312896.0,34250752.0,763060224.0,1.97609689088e+11,3.700,2.990,3.270,749691.500,180407792.0
16-10 18:36:29,21.861,6.515,71.512,0.0,0.0,0.112,2304147456.0,34258944.0,763052032.0,1.98168854528e+11,3.400,2.940,3.250,127111856.500,26653.500
16-10 18:36:31,18.530,2.976,78.432,0.0,0.0,0.063,3039252480.0,34258944.0,763232256.0,1.9743356928e+11,3.400,2.940,3.250,737155.0,180407870.0
16-10 18:36:33,23.289,2.691,73.908,0.0,0.0,0.113,2325970944.0,34258944.0,763232256.0,1.98146850816e+11,3.400,2.940,3.250,127755367.0,35419.500
16-10 18:36:35,31.028,4.280,64.667,0.0,0.0,0.025,2822643712.0,34267136.0,763396096.0,1.97650006016e+11,3.530,2.970,3.260,107226.500,180407030.500
16-10 18:36:37,10.593,0.775,88.557,0.0,0.0,0.075,2350518272.0,34267136.0,763404288.0,1.98122123264e+11,3.530,2.970,3.260,127756802.500,30424.500
16-10 18:36:39,37.152,8.874,53.810,0.0,0.0,0.163,2740699136.0,34267136.0,763580416.0,1.97731766272e+11,4.370,3.160,3.320,96657483.500,180455643.0
16-10 18:36:41,6.875,1.064,92.023,0.0,0.0,0.038,2489454592.0,34275328.0,763572224.0,1.97983010816e+11,4.370,3.160,3.320,31258077.500,47340345.0
16-10 18:36:43,38.142,4.232,57.501,0.0,0.0,0.125,2582339584.0,34275328.0,763756544.0,1.97889941504e+11,4.370,3.160,3.320,123895314.0,133100680.500
16-10 18:36:45,5.208,1.440,93.327,0.0,0.0,0.025,2771537920.0,34275328.0,763756544.0,1.97700743168e+11,4.020,3.100,3.300,3980054.0,127783512.500
16-10 18:36:47,36.944,3.674,59.255,0.0,0.0,0.126,2512441344.0,34283520.0,763920384.0,1.97959667712e+11,4.020,3.100,3.300,123880746.500,52648705.500
16-10 18:36:49,5.914,1.479,92.545,0.0,0.0,0.063,2768859136.0,34283520.0,763928576.0,1.97703241728e+11,4.180,3.150,3.320,3988660.500,127783813.0
16-10 18:36:51,37.420,7.669,54.748,0.013,0.0,0.150,2463342592.0,34283520.0,764104704.0,1.98008582144e+11,4.180,3.150,3.320,127119722.0,52665393.500
16-10 18:36:53,6.958,2.006,90.960,0.0,0.0,0.075,2782973952.0,34291712.0,764284928.0,1.97688762368e+11,4.180,3.150,3.320,732912.0,180407697.500
16-10 18:36:55,34.573,3.533,61.794,0.0,0.0,0.100,2415599616.0,34295808.0,764174336.0,1.980562432e+11,4.640,3.270,3.360,127115222.0,17751.0
16-10 18:36:57,19.287,3.792,76.883,0.0,0.0,0.038,2973736960.0,34295808.0,764477440.0,1.97497802752e+11,4.640,3.270,3.360,727931.0,180407706.0
16-10 18:36:59,22.160,1.212,76.528,0.0,0.0,0.100,2429751296.0,34304000.0,764477440.0,1.98041780224e+11,4.270,3.210,3.340,127115169.0,38686.0
16-10 18:37:01,31.417,4.028,64.480,0.0,0.0,0.075,2845020160.0,34304000.0,764657664.0,1.97626331136e+11,4.270,3.210,3.340,734556.0,180408034.0
16-10 18:37:03,10.114,0.850,88.911,0.0,0.0,0.125,2448289792.0,34304000.0,764657664.0,1.98023061504e+11,4.270,3.210,3.340,127757468.0,21036.500
16-10 18:37:05,37.530,4.384,57.999,0.0,0.0,0.087,2833358848.0,34312192.0,764837888.0,1.97637804032e+11,4.410,3.260,3.350,61461843.0,180422028.500
16-10 18:37:07,3.973,0.412,95.553,0.0,0.0,0.062,2461286400.0,34312192.0,764837888.0,1.9800987648e+11,4.410,3.260,3.350,66382830.500,24922.0
16-10 18:37:09,38.667,5.876,55.281,0.0,0.0,0.175,2674057216.0,34312192.0,765026304.0,1.97796917248e+11,4.620,3.320,3.370,123945137.0,180432636.500
16-10 18:37:11,5.420,1.523,93.032,0.0,0.0,0.025,2727964672.0,34320384.0,765026304.0,1.977430016e+11,4.620,3.320,3.370,3954727.0,91526195.0
16-10 18:37:13,38.057,4.444,57.374,0.0,0.0,0.125,2673352704.0,34320384.0,765210624.0,1.97797429248e+11,4.620,3.320,3.370,123878083.500,88907501.0
16-10 18:37:15,1.226,0.400,98.373,0.0,0.0,0.0,1014747136.0,34320384.0,765210624.0,1.99456034816e+11,4.250,3.270,3.350,3251994.0,3007.0
16-10 18:37:17,0.0,0.025,99.975,0.0,0.0,0.0,1011679232.0,34328576.0,765202432.0,1.9945910272e+11,4.250,3.270,3.350,6739.0,334.0
