"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --net --output 2__32_node.csv 2 2000",,,,"Date:","15 Oct 2018 19:46:57 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
15-10 19:47:23,49.581,13.059,37.167,0.0,0.0,0.193,14403903488.0,63262720.0,4940431360.0,1.81862715392e+11,17.600,14.660,20.510,9000.0,105.0
15-10 19:47:25,57.641,10.841,31.314,0.0,0.0,0.204,15985446912.0,63262720.0,4940726272.0,1.80280877056e+11,17.600,14.660,20.510,9030.0,0.0
15-10 19:47:27,51.307,11.117,37.462,0.0,0.0,0.114,17844236288.0,63270912.0,4941107200.0,1.7842169856e+11,17.600,14.660,20.510,8848.0,219.0
15-10 19:47:29,49.342,10.101,40.364,0.0,0.0,0.193,19387744256.0,63270912.0,4941660160.0,1.76877637632e+11,24.120,16.060,20.940,8160.0,166.0
15-10 19:47:31,55.275,11.723,32.849,0.0,0.0,0.153,20916748288.0,63279104.0,4941651968.0,1.753486336e+11,24.120,16.060,20.940,8040.0,105.0
15-10 19:47:33,57.108,10.916,31.834,0.026,0.0,0.116,22415437824.0,63279104.0,4942073856.0,1.73849522176e+11,30.270,17.470,21.370,9540.0,224.0
15-10 19:47:35,51.508,10.831,37.521,0.0,0.0,0.140,24408563712.0,63279104.0,4942790656.0,1.71855679488e+11,30.270,17.470,21.370,9015.0,135.0
15-10 19:47:37,46.359,10.851,42.622,0.0,0.0,0.167,25806921728.0,63287296.0,4943101952.0,1.70457001984e+11,30.270,17.470,21.370,8535.0,392.0
15-10 19:47:39,59.612,12.731,27.427,0.0,0.0,0.230,27503550464.0,63287296.0,4943101952.0,1.68760373248e+11,34.020,18.450,21.670,8220.0,516.0
15-10 19:47:41,51.472,11.345,37.043,0.0,0.0,0.140,29273976832.0,63287296.0,4943364096.0,1.66989684736e+11,34.020,18.450,21.670,8295.0,517.0
15-10 19:47:43,48.485,11.069,40.256,0.0,0.0,0.190,31226212352.0,63295488.0,4944003072.0,1.65036802048e+11,39.620,19.880,22.110,7005.0,135.0
15-10 19:47:45,49.264,10.938,39.593,0.0,0.0,0.205,32428281856.0,63295488.0,4944003072.0,1.63834732544e+11,39.620,19.880,22.110,6300.0,192.0
15-10 19:47:47,58.356,13.627,27.878,0.0,0.0,0.140,33873436672.0,63295488.0,4944490496.0,1.62389090304e+11,39.620,19.880,22.110,6120.0,274.0
15-10 19:47:49,52.225,11.030,36.594,0.0,0.0,0.151,35815464960.0,63303680.0,4944875520.0,1.604466688e+11,42.610,20.820,22.400,6900.0,184.0
15-10 19:47:51,49.665,10.229,39.929,0.0,0.0,0.177,37322280960.0,63303680.0,4945203200.0,1.5893952512e+11,42.610,20.820,22.400,7035.0,49.0
15-10 19:47:53,56.741,14.141,28.903,0.0,0.0,0.216,39063392256.0,63303680.0,4945203200.0,1.57198413824e+11,45.370,21.760,22.700,9015.0,315.0
15-10 19:47:55,52.331,11.908,35.585,0.0,0.0,0.176,40925057024.0,63311872.0,4945571840.0,1.55336372224e+11,45.370,21.760,22.700,10395.0,339.0
15-10 19:47:57,48.872,13.412,37.552,0.013,0.0,0.151,42530684928.0,63311872.0,4946014208.0,1.53730301952e+11,45.370,21.760,22.700,9060.0,270.0
15-10 19:47:59,53.681,14.773,31.330,0.025,0.0,0.191,44115673088.0,63320064.0,4946014208.0,1.521453056e+11,49.180,22.940,23.070,8145.0,428.0
15-10 19:48:01,54.615,11.028,34.166,0.0,0.0,0.191,46068297728.0,63320064.0,4946292736.0,1.50192402432e+11,49.180,22.940,23.070,7710.0,260.0
15-10 19:48:03,50.516,11.190,38.103,0.0,0.0,0.191,47604453376.0,63320064.0,4946665472.0,1.48655874048e+11,56.460,24.880,23.700,7830.0,0.0
15-10 19:48:05,49.201,11.134,39.524,0.0,0.0,0.141,49220636672.0,63328256.0,4947439616.0,1.47038908416e+11,56.460,24.880,23.700,7980.0,188.0
15-10 19:48:07,60.262,11.584,27.912,0.0,0.0,0.242,50950066176.0,63328256.0,4947439616.0,1.45309478912e+11,56.460,24.880,23.700,7245.0,225.0
15-10 19:48:09,50.353,11.294,38.237,0.0,0.0,0.116,52771450880.0,63336448.0,4947922944.0,1.43487602688e+11,52.170,24.520,23.590,7290.0,261.0
15-10 19:48:11,49.394,11.337,39.117,0.013,0.0,0.140,54422130688.0,63336448.0,4948262912.0,1.41836582912e+11,52.170,24.520,23.590,7950.0,27.0
15-10 19:48:13,52.801,14.364,32.655,0.013,0.0,0.166,56008736768.0,63336448.0,4948262912.0,1.40249976832e+11,55.600,25.690,23.970,8658.0,790.0
15-10 19:48:15,52.585,11.841,35.409,0.0,0.0,0.166,57412591616.0,63344640.0,4948619264.0,1.3884575744e+11,55.600,25.690,23.970,8160.0,0.0
15-10 19:48:17,50.557,10.757,38.535,0.0,0.0,0.152,59847692288.0,63344640.0,4948918272.0,1.3641035776e+11,55.600,25.690,23.970,8310.0,0.0
15-10 19:48:19,52.603,12.141,35.013,0.0,0.0,0.244,61241483264.0,63344640.0,4948918272.0,1.35016566784e+11,56.280,26.330,24.190,7680.0,0.0
15-10 19:48:21,50.278,9.593,40.040,0.0,0.0,0.089,62117175296.0,63352832.0,4949352448.0,1.34140432384e+11,56.280,26.330,24.190,7530.0,0.0
15-10 19:48:23,40.745,6.132,53.085,0.0,0.0,0.038,62216200192.0,63352832.0,4949602304.0,1.34041157632e+11,55.210,26.600,24.290,7530.0,0.0
15-10 19:48:25,35.873,6.408,57.669,0.0,0.0,0.050,62485405696.0,63352832.0,4950118400.0,1.33771436032e+11,55.210,26.600,24.290,7110.0,0.0
15-10 19:48:27,36.935,5.559,57.443,0.0,0.0,0.063,63063638016.0,63361024.0,4950454272.0,1.33192859648e+11,55.210,26.600,24.290,7110.0,0.0
15-10 19:48:29,33.433,5.499,61.030,0.0,0.0,0.037,63326236672.0,63361024.0,4951089152.0,1.32929626112e+11,51.270,26.260,24.190,6960.0,0.0
15-10 19:48:31,31.128,4.958,63.889,0.0,0.0,0.025,63132078080.0,63361024.0,4951089152.0,1.33123784704e+11,51.270,26.260,24.190,7020.0,0.0
15-10 19:48:33,37.498,4.389,58.075,0.0,0.0,0.037,62902374400.0,63369216.0,4951425024.0,1.3335314432e+11,47.250,25.840,24.070,7020.0,0.0
15-10 19:48:35,40.308,5.042,54.612,0.0,0.0,0.038,62740639744.0,63369216.0,4951781376.0,1.33514522624e+11,47.250,25.840,24.070,8820.0,0.0
15-10 19:48:37,40.428,7.232,52.303,0.0,0.0,0.037,62895448064.0,63369216.0,4952121344.0,1.33359374336e+11,47.250,25.840,24.070,8730.0,0.0
15-10 19:48:39,39.067,6.242,54.654,0.012,0.0,0.025,62986575872.0,63377408.0,4952436736.0,1.33267922944e+11,47.310,26.210,24.200,7680.0,0.0
15-10 19:48:41,34.243,5.749,59.957,0.0,0.0,0.050,63153221632.0,63377408.0,4952727552.0,1.33100986368e+11,47.310,26.210,24.200,6420.0,0.0
15-10 19:48:43,34.243,4.981,60.726,0.0,0.0,0.050,63638614016.0,63377408.0,4953243648.0,1.32615077888e+11,47.760,26.650,24.350,6150.0,0.0
15-10 19:48:45,29.749,4.134,66.079,0.0,0.0,0.038,63470432256.0,63385600.0,4953833472.0,1.32782661632e+11,47.760,26.650,24.350,6690.0,0.0
15-10 19:48:47,35.271,5.215,59.476,0.0,0.0,0.037,63297568768.0,63385600.0,4954607616.0,1.32954750976e+11,47.760,26.650,24.350,7140.0,0.0
15-10 19:48:49,40.823,5.232,53.921,0.0,0.0,0.025,63092715520.0,63385600.0,4954394624.0,1.33159817216e+11,47.940,27.040,24.490,7620.0,0.0
15-10 19:48:51,40.109,7.017,52.824,0.012,0.0,0.037,63265062912.0,63393792.0,4954742784.0,1.32987113472e+11,47.940,27.040,24.490,8460.0,0.0
15-10 19:48:53,39.093,6.007,54.838,0.0,0.0,0.063,63363358720.0,63393792.0,4955078656.0,1.32888481792e+11,45.060,26.790,24.420,7050.0,0.0
15-10 19:48:55,34.122,6.361,59.467,0.0,0.0,0.050,63436836864.0,63393792.0,4955303936.0,1.32814778368e+11,45.060,26.790,24.420,6450.0,0.0
15-10 19:48:57,32.471,5.349,62.155,0.0,0.0,0.025,63860813824.0,63401984.0,4955570176.0,1.32390526976e+11,45.060,26.790,24.420,5970.0,0.0
15-10 19:48:59,24.615,3.657,71.690,0.0,0.0,0.038,63662718976.0,63401984.0,4955570176.0,1.32588621824e+11,44.820,27.050,24.520,6480.0,0.0
15-10 19:49:01,40.273,5.444,54.220,0.0,0.0,0.062,63367647232.0,63401984.0,4956827648.0,1.32882436096e+11,44.820,27.050,24.520,7380.0,0.0
15-10 19:49:03,41.468,6.245,52.262,0.0,0.0,0.025,63250739200.0,63410176.0,4956729344.0,1.3299943424e+11,41.710,26.700,24.420,5940.0,0.0
15-10 19:49:05,38.604,5.742,55.578,0.0,0.0,0.076,63367921664.0,63410176.0,4957016064.0,1.32881965056e+11,41.710,26.700,24.420,5550.0,0.0
15-10 19:49:07,35.242,5.411,59.321,0.0,0.0,0.025,63379849216.0,63410176.0,4957319168.0,1.328697344e+11,41.710,26.700,24.420,6360.0,0.0
15-10 19:49:09,32.947,5.186,61.830,0.0,0.0,0.037,63689404416.0,63418368.0,4957724672.0,1.32559765504e+11,39.810,26.550,24.380,7050.0,0.0
15-10 19:49:11,32.306,5.114,62.542,0.0,0.0,0.037,63518691328.0,63418368.0,4958363648.0,1.32729839616e+11,39.810,26.550,24.380,6690.0,0.0
15-10 19:49:13,32.986,5.056,61.933,0.0,0.0,0.025,63313674240.0,63418368.0,4958363648.0,1.32934856704e+11,36.700,26.130,24.260,6750.0,0.0
15-10 19:49:15,39.223,6.129,54.622,0.013,0.0,0.013,63030042624.0,63426560.0,4958781440.0,1.33218062336e+11,36.700,26.130,24.260,6960.0,0.0
15-10 19:49:17,41.504,11.069,47.364,0.0,0.0,0.062,63093932032.0,63426560.0,4959027200.0,1.33153927168e+11,36.700,26.130,24.260,7950.0,0.0
15-10 19:49:19,36.262,6.127,57.574,0.0,0.0,0.037,63237443584.0,63426560.0,4959408128.0,1.33010034688e+11,34.240,25.790,24.160,8430.0,0.0
15-10 19:49:21,37.769,6.603,55.603,0.0,0.0,0.025,63289090048.0,63434752.0,4959739904.0,1.32958048256e+11,34.240,25.790,24.160,7440.0,0.0
15-10 19:49:23,34.552,6.141,59.269,0.0,0.0,0.038,63557435392.0,63434752.0,4960137216.0,1.326893056e+11,35.030,26.100,24.270,6210.0,0.0
15-10 19:49:25,28.233,3.744,67.998,0.0,0.0,0.025,63378620416.0,63434752.0,4960694272.0,1.3286756352e+11,35.030,26.100,24.270,6630.0,0.0
15-10 19:49:27,34.547,4.528,60.888,0.0,0.0,0.038,63145693184.0,63442944.0,4960686080.0,1.33100490752e+11,35.030,26.100,24.270,5970.0,0.0
15-10 19:49:29,40.740,7.011,52.224,0.0,0.0,0.025,62904586240.0,63442944.0,4960964608.0,1.33341319168e+11,36.140,26.480,24.400,6060.0,0.0
15-10 19:49:31,38.449,6.156,55.382,0.0,0.0,0.013,63152840704.0,63442944.0,4961337344.0,1.33092691968e+11,36.140,26.480,24.400,6510.0,0.0
15-10 19:49:33,40.576,6.072,53.290,0.0,0.0,0.062,63243980800.0,63451136.0,4961886208.0,1.33000994816e+11,34.690,26.330,24.360,6660.0,27.0
15-10 19:49:35,33.487,6.982,59.506,0.0,0.0,0.025,63297290240.0,63451136.0,4962197504.0,1.3294737408e+11,34.690,26.330,24.360,6720.0,0.0
15-10 19:49:37,33.595,5.612,60.768,0.0,0.0,0.025,63705837568.0,63451136.0,4962664448.0,1.32538359808e+11,34.690,26.330,24.360,5790.0,0.0
15-10 19:49:39,26.658,3.285,70.044,0.0,0.0,0.013,63614164992.0,63459328.0,4962656256.0,1.32630032384e+11,35.280,26.590,24.460,5970.0,27.0
15-10 19:49:41,38.366,5.481,56.141,0.0,0.0,0.012,63241502720.0,63459328.0,4962930688.0,1.33002420224e+11,35.280,26.590,24.460,7770.0,0.0
15-10 19:49:43,40.287,5.768,53.920,0.0,0.0,0.025,63149932544.0,63459328.0,4963188736.0,1.33093732352e+11,32.930,26.250,24.360,7530.0,33.0
15-10 19:49:45,40.699,5.552,53.712,0.0,0.0,0.037,63236231168.0,63467520.0,4963405824.0,1.33007208448e+11,32.930,26.250,24.360,7110.0,0.0
15-10 19:49:47,38.016,5.933,56.039,0.0,0.0,0.013,63373996032.0,63467520.0,4963844096.0,1.32869005312e+11,32.930,26.250,24.360,7830.0,0.0
15-10 19:49:49,30.985,5.819,63.171,0.0,0.0,0.025,63703654400.0,63467520.0,4964360192.0,1.32538830848e+11,30.370,25.830,24.230,8160.0,0.0
15-10 19:49:51,34.355,5.595,60.0,0.0,0.0,0.050,64026218496.0,63475712.0,4964974592.0,1.3221564416e+11,30.370,25.830,24.230,8280.0,0.0
15-10 19:49:53,29.707,4.691,65.577,0.0,0.0,0.025,63474769920.0,63475712.0,4965302272.0,1.32766765056e+11,29.060,25.640,24.180,8010.0,0.0
15-10 19:49:55,36.376,5.020,58.579,0.0,0.0,0.025,63211945984.0,63475712.0,4965302272.0,1.33029588992e+11,29.060,25.640,24.180,7770.0,0.0
15-10 19:49:57,40.705,5.672,53.573,0.0,0.0,0.050,63137001472.0,63483904.0,4965572608.0,1.33104254976e+11,29.060,25.640,24.180,7590.0,0.0
15-10 19:49:59,37.655,7.716,54.604,0.0,0.0,0.025,63324049408.0,63483904.0,4965928960.0,1.32916850688e+11,27.060,25.280,24.070,7710.0,0.0
15-10 19:50:01,36.136,5.483,58.356,0.0,0.0,0.025,63346446336.0,63483904.0,4966330368.0,1.32894052352e+11,27.060,25.280,24.070,7980.0,0.0
15-10 19:50:03,36.189,6.577,57.221,0.0,0.0,0.013,63703334912.0,63492096.0,4966707200.0,1.32536778752e+11,28.890,25.690,24.210,8070.0,0.0
15-10 19:50:05,21.532,3.547,74.909,0.0,0.0,0.013,63564189696.0,63492096.0,4967059456.0,1.32675571712e+11,28.890,25.690,24.210,7590.0,0.0
15-10 19:50:07,37.215,5.822,56.925,0.0,0.0,0.038,63364476928.0,63492096.0,4967059456.0,1.3287528448e+11,28.890,25.690,24.210,7470.0,0.0
15-10 19:50:09,41.038,5.052,53.885,0.012,0.0,0.012,63136419840.0,63500288.0,4967411712.0,1.3310298112e+11,31.140,26.210,24.390,7320.0,0.0
15-10 19:50:11,41.604,5.100,53.271,0.0,0.0,0.025,63060234240.0,63500288.0,4967854080.0,1.33178724352e+11,31.140,26.210,24.390,7080.0,0.0
15-10 19:50:13,37.929,6.987,55.034,0.0,0.0,0.050,63203377152.0,63500288.0,4968341504.0,1.33035094016e+11,28.970,25.840,24.280,7290.0,0.0
15-10 19:50:15,32.090,11.500,56.397,0.0,0.0,0.013,63640653824.0,63508480.0,4968632320.0,1.32597518336e+11,28.970,25.840,24.280,7710.0,0.0
15-10 19:50:17,34.245,4.999,60.731,0.0,0.0,0.025,63938895872.0,63508480.0,4969041920.0,1.32298866688e+11,28.970,25.840,24.280,6780.0,0.0
15-10 19:50:19,26.732,4.360,68.870,0.0,0.0,0.038,63317975040.0,63508480.0,4969041920.0,1.3291978752e+11,29.130,25.920,24.310,6780.0,0.0
15-10 19:50:21,39.407,4.760,55.821,0.0,0.0,0.013,63040294912.0,63512576.0,4969512960.0,1.33196992512e+11,29.130,25.920,24.310,6840.0,0.0
15-10 19:50:23,41.891,6.102,51.969,0.0,0.0,0.038,62951333888.0,63512576.0,4969816064.0,1.33285650432e+11,27.280,25.590,24.210,6750.0,0.0
15-10 19:50:25,37.301,5.745,56.878,0.0,0.0,0.075,63212412928.0,63512576.0,4970221568.0,1.33024165888e+11,27.280,25.590,24.210,17486.0,108.0
15-10 19:50:27,33.835,5.802,60.338,0.0,0.0,0.025,63464054784.0,63520768.0,4970782720.0,1.32771954688e+11,27.280,25.590,24.210,18118.0,114.0
15-10 19:50:29,33.221,5.109,61.645,0.012,0.0,0.012,63738007552.0,63520768.0,4971167744.0,1.32497616896e+11,25.820,25.320,24.130,9660.0,0.0
15-10 19:50:31,26.452,4.239,69.284,0.0,0.0,0.025,63112548352.0,63520768.0,4971167744.0,1.33123076096e+11,25.820,25.320,24.130,6090.0,0.0
15-10 19:50:33,40.245,4.887,54.856,0.0,0.0,0.012,62808104960.0,63528960.0,4971667456.0,1.33427011584e+11,23.830,24.910,24.010,6390.0,0.0
15-10 19:50:35,40.383,6.077,53.477,0.0,0.0,0.063,62830383104.0,63528960.0,4971962368.0,1.33404438528e+11,23.830,24.910,24.010,7470.0,0.0
15-10 19:50:37,38.758,7.445,53.760,0.012,0.0,0.025,62864912384.0,63528960.0,4972244992.0,1.33369626624e+11,23.830,24.910,24.010,8070.0,0.0
15-10 19:50:39,33.367,5.767,60.841,0.0,0.0,0.025,63176749056.0,63537152.0,4972646400.0,1.33057380352e+11,22.0,24.520,23.880,7170.0,0.0
15-10 19:50:41,32.199,5.262,62.527,0.0,0.0,0.013,63588958208.0,63537152.0,4972949504.0,1.32644868096e+11,22.0,24.520,23.880,6330.0,0.0
15-10 19:50:43,27.397,4.296,68.281,0.0,0.0,0.025,62900776960.0,63537152.0,4972949504.0,1.33333049344e+11,20.320,24.130,23.760,6840.0,27.0
15-10 19:50:45,40.811,6.934,52.231,0.0,0.0,0.025,62907600896.0,63537152.0,4973330432.0,1.3332584448e+11,20.320,24.130,23.760,7050.0,0.0
15-10 19:50:47,40.895,6.003,53.090,0.0,0.0,0.013,62619508736.0,63537152.0,4973785088.0,1.33613481984e+11,20.320,24.130,23.760,6480.0,0.0
15-10 19:50:49,38.732,5.818,55.388,0.0,0.0,0.062,62795255808.0,63537152.0,4974202880.0,1.3343731712e+11,18.930,23.770,23.650,6240.0,0.0
15-10 19:50:51,36.733,6.621,56.608,0.0,0.0,0.038,62870323200.0,63541248.0,4974874624.0,1.33361573888e+11,18.930,23.770,23.650,6300.0,0.0
15-10 19:50:53,34.460,6.183,59.331,0.0,0.0,0.025,63269314560.0,63541248.0,4975165440.0,1.32962291712e+11,21.180,24.160,23.770,6799.0,45.0
15-10 19:50:55,32.317,4.828,62.817,0.0,0.0,0.037,63147212800.0,63541248.0,4975534080.0,1.33084024832e+11,21.180,24.160,23.770,7647.0,203.0
15-10 19:50:57,33.756,5.489,60.730,0.0,0.0,0.025,63220506624.0,63541248.0,4975534080.0,1.33010731008e+11,21.180,24.160,23.770,8206.0,252.0
15-10 19:50:59,37.634,5.075,57.278,0.0,0.0,0.013,62586466304.0,63541248.0,4975845376.0,1.33644460032e+11,20.680,24.010,23.730,8010.0,0.0
15-10 19:51:01,41.229,6.196,52.524,0.0,0.0,0.050,62499188736.0,63541248.0,4976132096.0,1.3373145088e+11,20.680,24.010,23.730,6600.0,0.0
15-10 19:51:03,37.838,5.772,56.340,0.0,0.0,0.051,62778863616.0,63541248.0,4976447488.0,1.33451460608e+11,19.270,23.660,23.620,6600.0,0.0
15-10 19:51:05,36.135,5.830,58.022,0.0,0.0,0.013,62777606144.0,63541248.0,4976898048.0,1.3345226752e+11,19.270,23.660,23.620,6690.0,0.0
15-10 19:51:07,32.114,5.841,62.019,0.0,0.0,0.025,63071551488.0,63541248.0,4977217536.0,1.33158002688e+11,19.270,23.660,23.620,6750.0,0.0
15-10 19:51:09,24.612,4.928,70.435,0.0,0.0,0.025,62790213632.0,63549440.0,4977209344.0,1.33439340544e+11,21.090,23.960,23.710,7770.0,0.0
15-10 19:51:11,39.332,4.698,55.932,0.0,0.0,0.037,62491389952.0,63549440.0,4977709056.0,1.33737664512e+11,21.090,23.960,23.710,8520.0,0.0
15-10 19:51:13,42.566,6.912,50.459,0.0,0.0,0.062,62468370432.0,63549440.0,4977987584.0,1.33760405504e+11,19.880,23.660,23.620,7890.0,33.0
15-10 19:51:15,38.409,5.718,55.824,0.0,0.0,0.050,62704603136.0,63553536.0,4978532352.0,1.33523623936e+11,19.880,23.660,23.620,7143.0,33.0
15-10 19:51:17,35.376,5.677,58.897,0.0,0.0,0.050,62866022400.0,63553536.0,4978810880.0,1.33361926144e+11,19.880,23.660,23.620,6960.0,27.0
15-10 19:51:19,30.404,4.655,64.928,0.0,0.0,0.012,63504236544.0,63553536.0,4979429376.0,1.32723093504e+11,18.370,23.290,23.500,6750.0,0.0
15-10 19:51:21,25.606,3.766,70.604,0.0,0.0,0.025,62746918912.0,63561728.0,5207609344.0,1.33252222976e+11,18.370,23.290,23.500,5820.0,27.0
15-10 19:51:23,41.189,4.979,53.794,0.0,0.0,0.038,62648442880.0,63561728.0,5208272896.0,1.33350035456e+11,17.620,23.050,23.420,5760.0,0.0
15-10 19:51:25,39.287,6.109,54.566,0.0,0.0,0.038,62830911488.0,63561728.0,5208662016.0,1.33167177728e+11,17.620,23.050,23.420,7080.0,0.0
15-10 19:51:27,30.683,5.447,63.417,0.428,0.0,0.025,63461412864.0,63565824.0,5209276416.0,1.32536057856e+11,17.620,23.050,23.420,7200.0,0.0
15-10 19:51:29,31.767,4.522,63.711,0.0,0.0,0.0,63400845312.0,63565824.0,5209477120.0,1.32596424704e+11,16.370,22.700,23.300,7110.0,0.0
15-10 19:51:31,31.396,5.229,63.363,0.0,0.0,0.012,63134912512.0,63565824.0,5209477120.0,1.32862357504e+11,16.370,22.700,23.300,7080.0,0.0
15-10 19:51:33,39.718,4.990,55.255,0.0,0.0,0.038,62489923584.0,63569920.0,5209845760.0,1.33506973696e+11,15.140,22.340,23.180,7290.0,0.0
15-10 19:51:35,40.270,5.078,54.627,0.0,0.0,0.025,62404743168.0,63569920.0,5210181632.0,1.3359181824e+11,15.140,22.340,23.180,8550.0,0.0
15-10 19:51:37,38.825,5.952,55.149,0.0,0.0,0.075,62651916288.0,63569920.0,5210554368.0,1.33344272384e+11,15.140,22.340,23.180,8220.0,0.0
15-10 19:51:39,38.251,6.223,55.476,0.0,0.0,0.050,62613524480.0,63569920.0,5211197440.0,1.3338202112e+11,14.400,22.070,23.090,7140.0,0.0
15-10 19:51:41,35.282,5.560,59.120,0.0,0.0,0.037,63187857408.0,63569920.0,5211582464.0,1.32807303168e+11,14.400,22.070,23.090,7260.0,0.0
15-10 19:51:43,23.883,3.833,72.247,0.0,0.0,0.037,63198978048.0,63569920.0,5211582464.0,1.32796182528e+11,13.490,21.750,22.980,6870.0,0.0
15-10 19:51:45,38.516,5.150,56.321,0.0,0.0,0.013,62969835520.0,63569920.0,5211807744.0,1.33025099776e+11,13.490,21.750,22.980,7170.0,102.500
15-10 19:51:47,40.643,6.063,53.257,0.0,0.0,0.038,62872543232.0,63569920.0,5212176384.0,1.33122023424e+11,13.490,21.750,22.980,7620.0,0.0
15-10 19:51:49,38.631,6.216,55.103,0.0,0.0,0.050,62899257344.0,63569920.0,5212622848.0,1.33094862848e+11,12.650,21.440,22.880,7380.0,0.0
15-10 19:51:51,33.442,6.145,60.413,0.0,0.0,0.0,62884978688.0,63574016.0,5212925952.0,1.33108834304e+11,12.650,21.440,22.880,7110.0,0.0
15-10 19:51:53,31.761,5.154,63.060,0.0,0.0,0.025,63477641216.0,63574016.0,5213351936.0,1.32515745792e+11,12.200,21.200,22.790,6870.0,0.0
15-10 19:51:55,30.849,4.574,64.539,0.0,0.0,0.038,62996443136.0,63574016.0,5213351936.0,1.32996943872e+11,12.200,21.200,22.790,6600.0,0.0
15-10 19:51:57,38.469,5.353,56.153,0.0,0.0,0.025,62860337152.0,63578112.0,5213704192.0,1.33132693504e+11,12.200,21.200,22.790,6600.0,0.0
15-10 19:51:59,40.134,4.823,55.018,0.0,0.0,0.025,62577319936.0,63578112.0,5213982720.0,1.33415432192e+11,12.500,21.110,22.750,7560.0,0.0
15-10 19:52:01,39.664,6.330,53.969,0.0,0.0,0.037,62800408576.0,63578112.0,5214494720.0,1.33191831552e+11,12.500,21.110,22.750,7470.0,0.0
15-10 19:52:03,34.770,5.429,59.764,0.0,0.0,0.037,62974771200.0,63586304.0,5214855168.0,1.33017100288e+11,15.340,21.560,22.890,7320.0,0.0
15-10 19:52:05,34.523,5.192,60.247,0.0,0.0,0.037,63372353536.0,63586304.0,5215072256.0,1.32619300864e+11,15.340,21.560,22.890,8040.0,0.0
15-10 19:52:07,30.903,4.322,64.750,0.0,0.0,0.025,63237017600.0,63586304.0,5215350784.0,1.32754358272e+11,15.340,21.560,22.890,7800.0,0.0
15-10 19:52:09,33.110,4.618,62.233,0.0,0.0,0.038,63148863488.0,63586304.0,5215350784.0,1.32842512384e+11,14.840,21.350,22.810,7020.0,0.0
15-10 19:52:11,40.834,5.507,53.621,0.0,0.0,0.037,62793404416.0,63586304.0,5215653888.0,1.33197668352e+11,14.840,21.350,22.810,5760.0,0.0
